Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Jason Bryant,47,45000000.0,82857892.06,Medium-term,low,Under 6 year
Frank Thompson,49,95000000.0,274380966.35,Medium-term,low,Under 0 year
Elizabeth Wagner,20,80000000.0,134082737.46,Long-term,high,Under 0 year
Melissa Hoover,24,51000000.0,113949378.24,Long-term,low,Under 3 year
Nicholas Rodriguez,61,25000000.0,42660684.1,Long-term,medium,Under 2 year
Heather Jenkins,33,108000000.0,220230178.3,Short-term,low,Under 5 year
Jared Sims,39,57000000.0,102549777.03,Long-term,medium,Under 8 year
Eric Davis,22,95000000.0,209448477.58,Short-term,medium,Under 3 year
Christopher Parsons,24,79000000.0,151653844.13,Long-term,medium,Under 8 year
Paul Ramirez,34,56000000.0,84393986.53,Short-term,low,Under 4 year
April Wilson,35,12000000.0,34718356.86,Medium-term,medium,Under 2 year
Natalie Jones,31,42000000.0,71466800.62,Long-term,low,Under 2 year
Wendy Bray,57,36000000.0,77508106.62,Long-term,low,Under 8 year
Cynthia Smith,26,41000000.0,115852732.94,Long-term,medium,Under 3 year
Donald Mcknight,58,32000000.0,84405170.92,Medium-term,medium,Under 0 year
Andrea Ruiz,32,3000000.0,6483398.43,Medium-term,medium,Under 7 year
Cynthia Edwards,38,49000000.0,121005165.64,Long-term,medium,Under 5 year
Kimberly Wilson,54,125000000.0,208740378.16,Medium-term,medium,Under 2 year
Antonio Mosley,30,21000000.0,46098415.48,Long-term,low,Under 2 year
Dylan Brown,50,37000000.0,108550185.08,Long-term,low,Under 3 year
Daniel Hall,42,97000000.0,235058736.44,Short-term,high,Under 3 year
Justin Curtis,35,37000000.0,85879123.42,Long-term,low,Under 9 year
Christopher Smith,41,91000000.0,254860344.05,Medium-term,low,Under 0 year
David Phillips,23,148000000.0,339465262.33,Medium-term,low,Under 1 year
Dr. Evan Schroeder MD,27,10000000.0,25273555.3,Medium-term,high,Under 7 year
Stephanie Mcdaniel,38,100000000.0,241439706.49,Long-term,high,Under 4 year
Joyce Powers,51,140000000.0,313156251.4,Medium-term,low,Under 6 year
Dominique Bell,56,127000000.0,265506825.61,Medium-term,medium,Under 1 year
Brooke Irwin,61,18000000.0,50155870.33,Medium-term,high,Under 2 year
Amanda Montes,63,131000000.0,261495239.32,Long-term,high,Under 2 year
Jamie Jones,26,86000000.0,237883669.09,Short-term,low,Under 8 year
Vanessa Welch,52,94000000.0,204963209.04,Long-term,low,Under 0 year
Susan Brewer,53,121000000.0,190137594.17,Long-term,medium,Under 5 year
Anna Hardy,56,100000000.0,255679222.22,Short-term,high,Under 0 year
Jon Wells,54,20000000.0,30105906.12,Short-term,medium,Under 5 year
Lisa Lee,32,6000000.0,10646911.15,Long-term,high,Under 5 year
Melanie Mcguire,25,70000000.0,132105442.17,Medium-term,medium,Under 8 year
Pamela Martin,59,57000000.0,149202083.34,Long-term,high,Under 4 year
Pamela Williamson,55,26000000.0,53575655.63,Medium-term,low,Under 7 year
Elizabeth Lowe,42,95000000.0,181811539.93,Medium-term,low,Under 9 year
Michael Floyd,29,118000000.0,208626665.96,Long-term,low,Under 9 year
Jenny Baker,47,37000000.0,99383001.06,Long-term,medium,Under 4 year
Kathryn Sellers,18,147000000.0,305751988.79,Medium-term,low,Under 3 year
Patricia Barrett,62,85000000.0,205212789.6,Long-term,low,Under 6 year
Taylor Sanders,43,126000000.0,198881953.18,Long-term,high,Under 3 year
Melissa Johnson,47,3000000.0,6292282.29,Long-term,low,Under 7 year
Gary Roberts,37,116000000.0,175488370.59,Medium-term,low,Under 4 year
David Hoffman,40,36000000.0,71381096.93,Medium-term,medium,Under 0 year
Kristen Mitchell,31,99000000.0,218454931.77,Long-term,medium,Under 7 year
Robert Richardson,58,7000000.0,14805713.26,Medium-term,medium,Under 8 year
Brandy Vazquez,65,40000000.0,74767086.91,Medium-term,high,Under 3 year
Jeffrey Hebert,65,88000000.0,160713024.99,Long-term,high,Under 7 year
Eric Koch,64,136000000.0,373218003.17,Short-term,medium,Under 8 year
Andre Hernandez,44,63000000.0,166819684.63,Short-term,high,Under 7 year
Brian Walker,36,65000000.0,109200686.96,Long-term,high,Under 9 year
Molly Hale,22,99000000.0,242626206.25,Long-term,high,Under 6 year
Aaron Ross,42,104000000.0,211141472.96,Medium-term,medium,Under 8 year
Glenda Murphy,30,34000000.0,65761972.04,Long-term,high,Under 1 year
Anna Smith,63,135000000.0,246476024.53,Long-term,low,Under 4 year
Matthew Luna,29,4000000.0,9096317.9,Short-term,medium,Under 0 year
Angela Deleon,52,39000000.0,65350891.55,Medium-term,high,Under 5 year
Melissa Wright,43,40000000.0,97684445.49,Medium-term,low,Under 9 year
Theresa Gaines,40,5000000.0,9980660.63,Medium-term,medium,Under 9 year
Makayla Solis,64,64000000.0,168474166.5,Long-term,high,Under 8 year
Natalie Bush,47,6000000.0,10402883.09,Long-term,low,Under 8 year
Jessica Acosta,39,106000000.0,282311697.95,Long-term,high,Under 7 year
Jonathan Blevins,47,22000000.0,49586943.3,Short-term,medium,Under 6 year
Caleb Newman,32,95000000.0,222152329.17,Long-term,high,Under 8 year
Maureen Walker,32,129000000.0,296197625.45,Short-term,medium,Under 4 year
David Blake,26,146000000.0,373752150.53,Short-term,medium,Under 4 year
Tabitha Gordon,61,63000000.0,161866410.09,Short-term,low,Under 9 year
Ryan Collins,42,33000000.0,65501954.67,Medium-term,low,Under 9 year
Bobby House,43,75000000.0,180744429.5,Short-term,low,Under 3 year
Joyce Garcia,42,44000000.0,69113548.17,Medium-term,low,Under 9 year
Chad Mcbride,65,123000000.0,226159084.75,Short-term,high,Under 6 year
Jeffrey Whitehead,51,139000000.0,239454821.29,Short-term,high,Under 0 year
Justin Jenkins,36,139000000.0,276339424.99,Short-term,high,Under 0 year
Ashley Huang,29,20000000.0,41872697.31,Short-term,high,Under 1 year
Timothy Morse,28,91000000.0,175829417.64,Long-term,low,Under 6 year
Hannah Hayes,60,67000000.0,140494823.08,Medium-term,high,Under 7 year
Ashley King,31,48000000.0,103306979.51,Long-term,high,Under 2 year
Jamie Brock,19,56000000.0,161298420.53,Short-term,high,Under 9 year
Gregg Boone,30,34000000.0,70849038.27,Long-term,medium,Under 7 year
Samuel Smith,62,122000000.0,364567549.9,Long-term,low,Under 9 year
Megan Boyd,47,123000000.0,268474285.85,Long-term,high,Under 8 year
Monica Smith,54,97000000.0,286495549.97,Long-term,high,Under 3 year
Kathy Hayes,27,15000000.0,42829572.44,Medium-term,medium,Under 7 year
Nancy Johnson,44,93000000.0,256858138.89,Short-term,low,Under 7 year
Katelyn Stone,31,86000000.0,134299024.59,Medium-term,medium,Under 9 year
Bryan Jackson,49,13000000.0,28964519.41,Medium-term,high,Under 1 year
Gerald Walsh,30,13000000.0,35391178.02,Short-term,medium,Under 1 year
Caroline Foster,31,108000000.0,291244931.83,Short-term,low,Under 9 year
Terry Guerrero,65,131000000.0,211699182.41,Medium-term,low,Under 1 year
Joel Murphy,64,126000000.0,216090546.46,Short-term,low,Under 1 year
Paul Lewis,59,2000000.0,3477137.43,Long-term,medium,Under 9 year
Angela Ward,43,49000000.0,118804421.66,Medium-term,medium,Under 3 year
Morgan Mosley,35,31000000.0,71174509.39,Long-term,low,Under 5 year
Richard Griffin,51,70000000.0,153360341.15,Medium-term,low,Under 5 year
Heidi Nguyen,24,112000000.0,206784759.5,Short-term,low,Under 1 year
Shirley Caldwell,62,116000000.0,295607011.52,Short-term,low,Under 2 year
Melanie Henderson,45,6000000.0,11388447.84,Short-term,high,Under 2 year
Christian Ruiz,53,1000000.0,1624829.14,Short-term,high,Under 6 year
Andrew James,52,21000000.0,54041269.14,Medium-term,medium,Under 6 year
Jessica Jones,43,51000000.0,149360359.01,Short-term,medium,Under 7 year
Crystal Flores,52,25000000.0,45342323.22,Short-term,high,Under 7 year
Amy Cox,58,55000000.0,133947899.28,Long-term,medium,Under 9 year
Mariah Thompson,50,83000000.0,134687925.58,Medium-term,medium,Under 6 year
Jose Watson,43,55000000.0,129733333.81,Short-term,low,Under 2 year
David Williams,49,131000000.0,232546992.53,Short-term,medium,Under 4 year
Tony King,20,63000000.0,101846433.1,Medium-term,low,Under 3 year
Laurie Rush,59,59000000.0,142698972.81,Medium-term,low,Under 8 year
John Morales,62,46000000.0,108930694.61,Long-term,medium,Under 7 year
Daniel Matthews,60,111000000.0,174465915.28,Long-term,high,Under 9 year
Shannon Molina,53,92000000.0,190355659.78,Short-term,high,Under 2 year
Kristen Jones,57,107000000.0,219233886.14,Medium-term,high,Under 5 year
Amanda Roberts,20,119000000.0,192985274.61,Short-term,high,Under 7 year
Aaron Kim,54,39000000.0,91367159.44,Medium-term,medium,Under 6 year
Shirley Rodriguez,55,2000000.0,3926841.44,Short-term,high,Under 9 year
Jessica Lawrence,27,89000000.0,160273751.7,Medium-term,high,Under 7 year
Angela Hansen,31,17000000.0,36976994.75,Long-term,low,Under 9 year
Kathleen Hernandez,38,31000000.0,73443198.71,Short-term,high,Under 5 year
Adrienne Arnold,58,74000000.0,136775521.87,Long-term,high,Under 6 year
Ashley Davis,29,32000000.0,57541077.82,Long-term,high,Under 9 year
David Curry,19,135000000.0,324009673.52,Medium-term,medium,Under 9 year
Jake Salinas,49,145000000.0,238912583.51,Long-term,high,Under 5 year
Marc Herring,20,148000000.0,285064438.89,Long-term,high,Under 5 year
Lauren Hernandez,24,14000000.0,40490325.23,Short-term,low,Under 0 year
Matthew Jones,62,124000000.0,337866406.85,Long-term,high,Under 9 year
Regina Sullivan,35,14000000.0,32952154.35,Medium-term,low,Under 9 year
Janice Delgado,29,47000000.0,127516342.56,Medium-term,medium,Under 1 year
Miss Shari Miranda,22,5000000.0,12773931.53,Short-term,medium,Under 6 year
Brian Foster,19,146000000.0,282093106.99,Medium-term,high,Under 5 year
Olivia Morrison,49,36000000.0,83061796.31,Medium-term,medium,Under 2 year
Stacy Hardy,43,111000000.0,248409361.99,Medium-term,medium,Under 5 year
Thomas Gonzales,56,41000000.0,67605888.49,Medium-term,low,Under 7 year
Roberto Jordan,49,103000000.0,177478576.86,Short-term,high,Under 0 year
Jasmine Rivera,36,114000000.0,274850941.22,Medium-term,high,Under 7 year
Jason Pittman,41,25000000.0,60595650.15,Short-term,low,Under 8 year
Michael Carpenter,38,17000000.0,44119535.51,Long-term,medium,Under 7 year
Aaron Reyes,57,5000000.0,8939845.47,Long-term,low,Under 6 year
Sarah Garcia,34,130000000.0,262338994.99,Medium-term,medium,Under 0 year
Mary Parrish,55,9000000.0,17264681.42,Long-term,low,Under 0 year
Mrs. Anna Thornton,58,30000000.0,81432412.17,Medium-term,high,Under 8 year
Daniel Garcia,60,40000000.0,76120714.83,Long-term,high,Under 8 year
Vicki Long,31,82000000.0,153332408.2,Medium-term,medium,Under 9 year
Steven Brown,33,39000000.0,111975181.6,Short-term,medium,Under 6 year
Robert Johnson,45,125000000.0,194567959.65,Long-term,low,Under 5 year
Stephanie Hines,31,66000000.0,115767688.29,Medium-term,medium,Under 3 year
Carolyn Sharp,58,112000000.0,269367074.63,Long-term,medium,Under 8 year
Ryan Ortega,59,43000000.0,94080322.14,Short-term,high,Under 5 year
Mary Escobar,34,114000000.0,278078106.88,Long-term,high,Under 2 year
Christina Bowen,31,143000000.0,400200143.3,Short-term,low,Under 6 year
Juan Rogers,62,147000000.0,342380804.24,Medium-term,high,Under 7 year
Gregory Robertson,28,24000000.0,58728935.92,Long-term,medium,Under 4 year
Tim Young,32,148000000.0,228303711.25,Long-term,low,Under 6 year
Donald Armstrong,65,28000000.0,79301718.44,Medium-term,low,Under 7 year
Justin Jimenez,63,133000000.0,228225215.68,Long-term,low,Under 9 year
Lisa Ortega,58,39000000.0,102761640.06,Medium-term,medium,Under 8 year
Juan Robinson,63,112000000.0,320036280.78,Short-term,high,Under 0 year
Laurie Boyer,60,79000000.0,162796140.35,Medium-term,medium,Under 1 year
Kristen Burnett,31,129000000.0,340921434.98,Medium-term,low,Under 3 year
Melanie Johnston,45,57000000.0,90382081.73,Short-term,medium,Under 6 year
Crystal Reynolds,36,1000000.0,2201631.69,Long-term,medium,Under 9 year
Andrew Herrera DVM,34,12000000.0,35580873.37,Medium-term,low,Under 8 year
Amy Sanchez,56,110000000.0,261646634.95,Short-term,high,Under 6 year
Dustin Torres,58,44000000.0,85781286.38,Short-term,low,Under 4 year
Lindsay Garcia,49,62000000.0,170988358.58,Short-term,high,Under 4 year
Austin Mcintyre,65,130000000.0,197952986.09,Long-term,medium,Under 8 year
George Medina,19,25000000.0,54195520.67,Medium-term,medium,Under 0 year
Samuel Bennett DDS,33,53000000.0,135493503.24,Medium-term,medium,Under 6 year
Brandon Mills,18,93000000.0,155570936.45,Long-term,medium,Under 7 year
Melissa Ramsey MD,27,109000000.0,233539884.42,Long-term,low,Under 7 year
Tony Floyd,65,106000000.0,172913805.81,Short-term,high,Under 5 year
Joshua Barron,57,55000000.0,112661182.91,Short-term,medium,Under 0 year
Mindy Zimmerman,55,73000000.0,131014678.31,Short-term,high,Under 6 year
Megan Kennedy,48,20000000.0,45062983.27,Long-term,low,Under 2 year
Kristen Ruiz,37,17000000.0,27638984.62,Long-term,medium,Under 8 year
Mrs. Beth Mckinney,54,149000000.0,388494042.92,Long-term,high,Under 8 year
Andrea Davis,31,87000000.0,257940313.54,Medium-term,high,Under 8 year
Frank Hicks,40,142000000.0,389689197.42,Medium-term,high,Under 4 year
Ashley Jones,45,41000000.0,83295369.8,Short-term,medium,Under 4 year
Brenda Young,25,58000000.0,98236832.79,Long-term,low,Under 6 year
Theresa Rowe,34,87000000.0,152830649.79,Medium-term,medium,Under 9 year
Jordan Anderson,22,3000000.0,5840344.85,Medium-term,low,Under 6 year
Daisy Henry,29,124000000.0,353056202.59,Long-term,medium,Under 9 year
Charles Christensen Jr.,32,75000000.0,206123124.43,Medium-term,low,Under 8 year
Heather Rios,55,119000000.0,186219687.06,Short-term,low,Under 9 year
Alan Clark,56,43000000.0,108170980.52,Short-term,low,Under 4 year
Nicholas Gonzalez,65,16000000.0,36980565.91,Short-term,high,Under 6 year
Frederick Blair,41,77000000.0,190944345.03,Long-term,medium,Under 7 year
Christopher Smith,57,89000000.0,220873059.21,Medium-term,low,Under 7 year
Amanda Wright,60,56000000.0,99300832.64,Short-term,low,Under 5 year
Kathryn Lutz,47,3000000.0,5505371.19,Medium-term,high,Under 8 year
Tracy Marsh,37,108000000.0,183017317.57,Medium-term,medium,Under 2 year
Justin Burton,39,58000000.0,137371255.58,Medium-term,high,Under 3 year
Erik Morris,44,27000000.0,75052498.82,Medium-term,medium,Under 6 year
Clayton White,57,104000000.0,271830378.42,Short-term,low,Under 6 year
Charles Hanson,45,64000000.0,155352046.88,Medium-term,low,Under 7 year
James Waters,47,43000000.0,101397946.13,Medium-term,medium,Under 6 year
Jamie Mcgrath,32,97000000.0,243297133.36,Medium-term,low,Under 3 year
Paula White,45,125000000.0,362655631.81,Medium-term,medium,Under 3 year
Patricia Diaz,38,50000000.0,81885702.47,Short-term,high,Under 0 year
Joseph Peterson,26,125000000.0,212629656.21,Long-term,low,Under 6 year
Kevin Harris,36,6000000.0,11842911.5,Medium-term,high,Under 0 year
Dr. William Flores,39,46000000.0,93173082.59,Long-term,medium,Under 2 year
Scott Lewis,50,132000000.0,359601734.85,Short-term,medium,Under 9 year
Tony Hester,62,90000000.0,194946439.25,Medium-term,medium,Under 2 year
Benjamin Alexander,55,72000000.0,129529118.15,Long-term,high,Under 5 year
Courtney Hawkins,21,146000000.0,386145859.52,Short-term,low,Under 4 year
Crystal Porter,26,137000000.0,401573643.12,Long-term,low,Under 0 year
Jennifer Black,39,142000000.0,240206144.51,Long-term,high,Under 3 year
Edward Andrews,43,69000000.0,197832450.83,Short-term,high,Under 6 year
Darryl Tucker,61,84000000.0,240166751.19,Medium-term,medium,Under 8 year
William Kline,55,112000000.0,265470089.63,Long-term,medium,Under 6 year
Anna Vincent,32,51000000.0,77964818.51,Long-term,medium,Under 2 year
Jordan Johnson,40,27000000.0,78323683.07,Long-term,high,Under 3 year
Sabrina Armstrong,32,49000000.0,107079738.07,Long-term,medium,Under 9 year
Bonnie Hart,26,60000000.0,134208819.27,Medium-term,medium,Under 0 year
Gabriel Evans,56,69000000.0,143311636.03,Long-term,low,Under 6 year
Ashley Garza,30,57000000.0,107391966.99,Short-term,low,Under 6 year
Amber Vasquez,22,94000000.0,252988702.98,Medium-term,high,Under 3 year
Robert Johnson,30,64000000.0,102853189.93,Short-term,low,Under 5 year
Joseph Nguyen,26,64000000.0,136171990.19,Medium-term,high,Under 8 year
Gregory Peters,65,88000000.0,161626769.21,Short-term,high,Under 8 year
Ana Stark,49,140000000.0,246119010.1,Short-term,low,Under 3 year
Jeff Hardy,51,127000000.0,339674352.19,Long-term,medium,Under 3 year
John Lee,57,112000000.0,260333116.75,Long-term,high,Under 9 year
Shelley Davis,65,31000000.0,58524416.67,Long-term,low,Under 3 year
Brittany Simmons,57,114000000.0,216744386.08,Long-term,high,Under 2 year
Jason Wolf,50,72000000.0,196173887.44,Short-term,low,Under 6 year
Vanessa Weber,24,62000000.0,94791142.47,Short-term,low,Under 1 year
Michael Hernandez,30,14000000.0,39422387.39,Short-term,low,Under 3 year
Mark Allen,31,74000000.0,133911299.41,Long-term,high,Under 8 year
Courtney Wallace,18,114000000.0,309425594.64,Medium-term,medium,Under 3 year
Isaac Mcdonald,48,84000000.0,198816637.37,Long-term,low,Under 0 year
Mrs. Christine White,53,11000000.0,16865039.09,Short-term,medium,Under 9 year
Michael Garcia,29,87000000.0,200771557.51,Medium-term,low,Under 1 year
Julie Bentley,20,8000000.0,23371448.65,Medium-term,high,Under 1 year
Shannon Garcia,40,39000000.0,86901510.66,Long-term,high,Under 4 year
Elizabeth Smith,18,48000000.0,99461484.46,Medium-term,high,Under 1 year
Brian Jones,47,41000000.0,116332731.72,Medium-term,low,Under 0 year
Amanda Villa,40,145000000.0,381372595.94,Medium-term,high,Under 1 year
Diana Porter,38,143000000.0,296670974.5,Medium-term,medium,Under 5 year
James Murray,23,136000000.0,247344601.06,Medium-term,low,Under 0 year
Benjamin Johnston,53,147000000.0,417232018.14,Long-term,low,Under 5 year
Jessica Wood,32,135000000.0,378414197.16,Medium-term,medium,Under 0 year
Brianna Rodriguez,27,107000000.0,275994400.76,Medium-term,low,Under 4 year
Daniel Garcia,49,150000000.0,276332379.66,Short-term,high,Under 5 year
Robert Brown,37,44000000.0,116594777.91,Medium-term,medium,Under 2 year
Tammy Martin,47,25000000.0,59818229.32,Medium-term,high,Under 2 year
Michelle Scott,61,99000000.0,292394116.45,Long-term,low,Under 7 year
Julian Rogers,48,120000000.0,208637841.35,Long-term,high,Under 9 year
Kyle Wilson,40,9000000.0,14677160.98,Medium-term,low,Under 6 year
Christopher Henry,32,134000000.0,345145670.82,Long-term,medium,Under 7 year
Dr. Tracey Bonilla MD,34,101000000.0,301143591.73,Medium-term,high,Under 2 year
Janice Meyers,63,11000000.0,28234614.62,Medium-term,medium,Under 8 year
Alejandro Brady,60,146000000.0,432319362.3,Long-term,low,Under 7 year
Lisa Moore,18,67000000.0,146667785.24,Medium-term,high,Under 1 year
Michael Johnson,40,124000000.0,291042368.29,Short-term,low,Under 4 year
Frank Cook,55,78000000.0,151152268.57,Medium-term,low,Under 2 year
Phillip Neal,57,41000000.0,96992952.63,Long-term,low,Under 2 year
Tyler Miller,25,144000000.0,347800601.18,Short-term,medium,Under 1 year
Christopher Williamson,34,107000000.0,186442698.58,Medium-term,low,Under 1 year
Jeremy Mckee,62,131000000.0,374823096.93,Short-term,medium,Under 2 year
Kristina Murphy,20,117000000.0,214814435.59,Medium-term,low,Under 5 year
Samantha Coleman,28,145000000.0,398055739.55,Long-term,high,Under 3 year
Lauren Richardson,61,37000000.0,106800768.64,Long-term,low,Under 5 year
Matthew Garrison,18,1000000.0,2752671.3,Short-term,medium,Under 6 year
Jamie Johnson,58,11000000.0,18641763.95,Long-term,medium,Under 5 year
Ann Griffith,36,62000000.0,145145549.14,Long-term,low,Under 5 year
Virginia Wells,41,138000000.0,268185241.63,Medium-term,medium,Under 1 year
Lisa Stephens,55,106000000.0,315557535.02,Short-term,high,Under 0 year
Caleb Lewis,61,57000000.0,144347842.74,Long-term,low,Under 0 year
Robert Blackburn,61,48000000.0,84719557.69,Medium-term,medium,Under 7 year
Sarah Coffey,51,97000000.0,235312130.71,Long-term,medium,Under 4 year
Douglas Jacobs,63,136000000.0,348756233.26,Long-term,low,Under 9 year
Allen Barnes,65,3000000.0,5599742.98,Short-term,high,Under 7 year
Nicole Cabrera,23,100000000.0,259401909.03,Long-term,medium,Under 5 year
Linda Hubbard,31,110000000.0,247784285.9,Short-term,medium,Under 8 year
Olivia Garza,59,77000000.0,174457470.44,Long-term,medium,Under 2 year
Michael Weaver,59,36000000.0,54844095.61,Medium-term,high,Under 9 year
Daniel Wood,65,141000000.0,320459297.57,Short-term,low,Under 7 year
Matthew Hunt,47,50000000.0,94213528.02,Medium-term,low,Under 5 year
Christina Lowe,48,2000000.0,5243254.56,Long-term,high,Under 9 year
Paul Ward,18,68000000.0,196823789.18,Short-term,high,Under 2 year
Melissa Manning,21,101000000.0,189447827.62,Short-term,low,Under 1 year
Alexander Griffin,32,36000000.0,106262127.99,Short-term,medium,Under 8 year
Raymond Gomez,64,119000000.0,245930784.36,Long-term,medium,Under 3 year
Marissa Watkins,54,64000000.0,118893230.08,Short-term,high,Under 1 year
Elizabeth Ruiz,21,139000000.0,246250661.51,Short-term,low,Under 8 year
James Gardner,28,72000000.0,199601981.51,Short-term,medium,Under 4 year
Albert Green,65,59000000.0,105725665.27,Short-term,medium,Under 3 year
Michelle Cantrell,25,26000000.0,74482328.86,Long-term,medium,Under 3 year
Cindy Miller,22,111000000.0,167147296.39,Medium-term,medium,Under 9 year
Christopher Andrews,27,125000000.0,367098781.2,Medium-term,low,Under 0 year
Christopher Brown,49,82000000.0,163285165.66,Long-term,medium,Under 3 year
Antonio Butler,26,115000000.0,242043782.05,Medium-term,medium,Under 9 year
Desiree Smith,46,132000000.0,250357949.88,Medium-term,low,Under 1 year
Ashley Rogers,37,44000000.0,127345766.87,Long-term,medium,Under 1 year
Angela Smith,53,89000000.0,264266282.25,Long-term,low,Under 7 year
Meghan French,45,58000000.0,137294560.31,Medium-term,low,Under 4 year
Jennifer Smith,57,80000000.0,180199804.9,Short-term,medium,Under 8 year
Kayla Harvey,55,99000000.0,212327449.84,Long-term,medium,Under 5 year
Danny White,42,123000000.0,275628197.27,Medium-term,low,Under 9 year
Holly Rodriguez,29,104000000.0,226261617.53,Medium-term,high,Under 8 year
Robin Griffin,39,81000000.0,208963289.19,Long-term,low,Under 0 year
Ashley Boyle,44,33000000.0,59053916.52,Medium-term,low,Under 2 year
Jason Floyd,37,145000000.0,355581416.01,Short-term,low,Under 9 year
Thomas Brown,56,33000000.0,98169571.46,Short-term,high,Under 9 year
Amber White,37,29000000.0,68098612.13,Medium-term,medium,Under 2 year
Sharon Faulkner,30,115000000.0,252513268.48,Medium-term,medium,Under 6 year
James Bryan,37,86000000.0,198472256.65,Long-term,medium,Under 6 year
Lauren Choi,43,71000000.0,194784169.92,Medium-term,low,Under 5 year
Joshua Barrera,34,123000000.0,346902245.93,Medium-term,low,Under 6 year
Donald Parker,47,43000000.0,115317446.32,Long-term,low,Under 2 year
Jesus Monroe,47,1000000.0,2743678.93,Short-term,medium,Under 1 year
Ariana Krueger,18,72000000.0,158052865.96,Medium-term,low,Under 5 year
Richard Jenkins,52,140000000.0,322344474.13,Short-term,low,Under 3 year
Dr. Sydney Adkins,33,89000000.0,197610707.79,Short-term,low,Under 2 year
Adam Logan,30,35000000.0,96232235.97,Short-term,medium,Under 8 year
Ann Greene,60,139000000.0,224791045.42,Long-term,medium,Under 7 year
Mike Robinson,50,7000000.0,11408024.38,Short-term,low,Under 5 year
Andrew Lopez,33,37000000.0,107867588.83,Short-term,low,Under 9 year
Kara Krause,21,73000000.0,119624533.1,Short-term,low,Under 1 year
Zachary Kelly,33,27000000.0,49660128.15,Short-term,high,Under 0 year
Larry Lowery,29,94000000.0,264816140.08,Medium-term,high,Under 4 year
Kelly Henderson,48,26000000.0,57927374.28,Medium-term,medium,Under 2 year
Daniel Rivas,41,25000000.0,54549073.45,Short-term,low,Under 5 year
Russell Wright,58,141000000.0,393248201.16,Short-term,medium,Under 9 year
Amanda Cameron,29,102000000.0,225465609.75,Long-term,low,Under 4 year
Harold Dawson,64,50000000.0,137283212.2,Short-term,high,Under 4 year
Rhonda Ramos,58,74000000.0,192256554.4,Medium-term,low,Under 2 year
Jill Wallace,27,76000000.0,179809963.27,Short-term,low,Under 9 year
Brandon Silva,27,116000000.0,205100646.18,Long-term,medium,Under 0 year
Mrs. Kimberly Coleman,45,35000000.0,99961181.9,Medium-term,high,Under 2 year
Rebecca Allen,65,31000000.0,86478070.69,Medium-term,medium,Under 8 year
Amanda Carter,51,79000000.0,162887956.15,Long-term,high,Under 0 year
Samuel Gallagher,28,138000000.0,280189128.04,Long-term,low,Under 1 year
Amber Carpenter,18,74000000.0,202431023.08,Short-term,medium,Under 9 year
Benjamin Schultz,58,60000000.0,152350035.34,Long-term,low,Under 2 year
Zachary Harris,45,84000000.0,191499687.25,Medium-term,high,Under 6 year
Samantha Maynard,25,48000000.0,82422227.56,Long-term,high,Under 9 year
Lauren Clark,51,120000000.0,235814017.2,Long-term,medium,Under 8 year
Emily Long,39,24000000.0,56689271.56,Short-term,low,Under 0 year
Justin Allen,29,137000000.0,300540444.99,Short-term,high,Under 5 year
Melissa Meyer,33,55000000.0,90495163.18,Medium-term,low,Under 2 year
Michael Deleon,61,124000000.0,278850429.39,Medium-term,medium,Under 0 year
Megan Welch,36,39000000.0,116284004.18,Long-term,low,Under 5 year
Daniel Buckley Jr.,59,94000000.0,188141952.52,Short-term,high,Under 5 year
Angela Sellers,30,73000000.0,158762452.82,Medium-term,high,Under 5 year
James Adams,58,46000000.0,85990291.1,Medium-term,medium,Under 9 year
Kathleen Elliott,20,134000000.0,204381043.19,Short-term,low,Under 5 year
Nathan Morrow,44,91000000.0,156863336.75,Short-term,medium,Under 6 year
Rachel Meyer,37,58000000.0,165874329.11,Medium-term,medium,Under 3 year
Steven Jacobson,26,102000000.0,197056287.88,Medium-term,high,Under 5 year
Renee Wood,29,76000000.0,125883441.14,Medium-term,high,Under 5 year
Tammy Matthews,29,144000000.0,314955462.95,Medium-term,low,Under 2 year
Desiree Cooper,19,59000000.0,174766155.43,Long-term,medium,Under 2 year
Brad Porter,21,1000000.0,1654036.67,Medium-term,high,Under 7 year
Tara Hampton,23,135000000.0,337696738.58,Long-term,medium,Under 2 year
Nicole Smith,33,125000000.0,312192775.14,Medium-term,high,Under 4 year
Lisa Decker,19,143000000.0,309359111.89,Short-term,medium,Under 2 year
Frank Davis,30,130000000.0,385492439.83,Long-term,medium,Under 8 year
Nicole Hamilton,43,112000000.0,174480142.37,Long-term,medium,Under 1 year
Daniel Reed,51,149000000.0,356141349.21,Medium-term,medium,Under 6 year
Justin Davidson,27,33000000.0,80963892.75,Long-term,high,Under 0 year
Antonio Hull,63,63000000.0,134046980.24,Medium-term,medium,Under 1 year
Allison Crawford,63,36000000.0,80497026.35,Medium-term,low,Under 6 year
Paul Gibson,49,144000000.0,220166592.97,Short-term,high,Under 3 year
Melissa Brown,28,141000000.0,314838494.67,Medium-term,medium,Under 7 year
Hannah Flores,59,42000000.0,94225308.01,Long-term,low,Under 9 year
Justin Hendrix,21,100000000.0,275973629.18,Short-term,high,Under 7 year
Sara Davis,27,6000000.0,17746771.97,Short-term,low,Under 6 year
Sandra Peterson,39,40000000.0,62216803.63,Long-term,low,Under 6 year
