Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Carlos Hall,36,46000000.0,110401639.97,Short-term,low,Under 4 year
Daniel Salas,59,41000000.0,62465469.22,Short-term,medium,Under 4 year
Cody Mathews,55,115000000.0,275722202.97,Short-term,high,Under 3 year
Lisa Carter,41,18000000.0,43421162.2,Short-term,high,Under 7 year
Holly Moreno,28,150000000.0,245302835.47,Short-term,high,Under 8 year
Stephanie Crosby,51,99000000.0,240529047.51,Short-term,low,Under 9 year
Benjamin Hurley,28,87000000.0,231917202.5,Long-term,high,Under 5 year
Sabrina Nguyen,36,20000000.0,50495513.15,Long-term,medium,Under 5 year
Joseph Reynolds,24,77000000.0,190209388.59,Long-term,medium,Under 9 year
Nicholas Payne,18,111000000.0,206576516.24,Short-term,medium,Under 8 year
Jason Edwards,45,53000000.0,132364513.12,Medium-term,high,Under 0 year
Devin Romero,43,127000000.0,332116479.8,Medium-term,medium,Under 7 year
Julie Ruiz,35,26000000.0,60441427.44,Medium-term,medium,Under 4 year
Joyce Sanchez,30,86000000.0,167384394.56,Short-term,high,Under 4 year
Sarah Santos,30,37000000.0,63897885.13,Medium-term,high,Under 8 year
Joshua Hawkins,38,138000000.0,405035887.72,Short-term,high,Under 9 year
Dale Khan,64,46000000.0,99914811.44,Short-term,medium,Under 0 year
Autumn Barron,18,11000000.0,24594040.52,Short-term,medium,Under 4 year
Elizabeth Carrillo,35,141000000.0,321190096.86,Medium-term,medium,Under 3 year
Jimmy Baker,32,32000000.0,71427711.85,Short-term,high,Under 6 year
David Jenkins,46,119000000.0,241746878.89,Medium-term,medium,Under 2 year
Amanda Collier,49,143000000.0,305928503.19,Short-term,low,Under 0 year
Amy Stout,64,28000000.0,56008760.51,Short-term,medium,Under 6 year
Danielle Bautista,59,3000000.0,7772027.34,Medium-term,high,Under 4 year
Todd Martinez MD,31,21000000.0,37334799.63,Short-term,medium,Under 3 year
Dakota Schaefer,20,132000000.0,214600930.6,Long-term,high,Under 7 year
James Hinton,44,115000000.0,175991177.0,Medium-term,low,Under 0 year
Robert Vazquez,22,97000000.0,156648384.94,Long-term,low,Under 2 year
Courtney Robertson,44,26000000.0,55295968.9,Medium-term,medium,Under 7 year
Gloria Lawson,32,98000000.0,239372978.21,Medium-term,medium,Under 9 year
William Jones,25,111000000.0,227205400.93,Short-term,medium,Under 0 year
Teresa Schneider,43,136000000.0,322521039.3,Long-term,medium,Under 2 year
Johnny Hall,36,63000000.0,188618735.51,Short-term,low,Under 2 year
Christine Davis,22,35000000.0,73032704.35,Short-term,high,Under 4 year
Jerry Davidson,49,116000000.0,288670895.09,Long-term,low,Under 2 year
Kathleen Lopez,47,32000000.0,59609229.17,Long-term,high,Under 2 year
Joseph Richardson,42,94000000.0,246130379.53,Short-term,medium,Under 4 year
Katherine York,65,67000000.0,128109432.47,Medium-term,high,Under 9 year
John Chen,34,83000000.0,142842058.41,Medium-term,high,Under 9 year
Jerome Bishop,45,14000000.0,26636112.3,Short-term,low,Under 0 year
Robert Woods,38,142000000.0,285927894.21,Short-term,low,Under 3 year
Debra Anderson,54,52000000.0,81551456.61,Medium-term,medium,Under 8 year
Valerie Robinson,45,79000000.0,157361076.26,Medium-term,low,Under 4 year
Amy Good,54,143000000.0,215523573.05,Medium-term,low,Under 3 year
Tracy Rodriguez,33,84000000.0,149767940.44,Short-term,low,Under 0 year
Matthew Davis,49,121000000.0,349305501.91,Long-term,medium,Under 8 year
Matthew Oneill,51,141000000.0,289813388.2,Long-term,low,Under 7 year
Jonathon Carr,53,45000000.0,106012416.12,Short-term,medium,Under 6 year
Jennifer Meyers,61,10000000.0,26290840.44,Long-term,low,Under 8 year
Amanda Reese,59,4000000.0,11543485.29,Long-term,low,Under 9 year
Bridget Bird,37,71000000.0,121686082.36,Long-term,low,Under 7 year
Tasha Wilson,32,15000000.0,27912025.64,Medium-term,low,Under 1 year
Christopher Smith,33,116000000.0,238746924.95,Short-term,high,Under 4 year
Tamara Proctor,36,51000000.0,151799122.44,Long-term,medium,Under 7 year
Amy Brown,62,30000000.0,51134127.47,Short-term,medium,Under 8 year
Ronald Lewis,29,7000000.0,12495692.7,Short-term,medium,Under 1 year
Steve Harding,62,63000000.0,172504209.91,Long-term,medium,Under 6 year
Kevin Long,31,24000000.0,59489473.01,Medium-term,medium,Under 3 year
Marcus Ford,27,17000000.0,41415476.27,Long-term,low,Under 1 year
Shannon Davis,45,17000000.0,38475870.93,Long-term,high,Under 3 year
Anthony Stevenson,44,6000000.0,14614185.87,Short-term,medium,Under 9 year
Bradley Rogers,23,3000000.0,8252924.21,Short-term,low,Under 7 year
Emma Pruitt,64,139000000.0,374390832.46,Short-term,low,Under 0 year
Denise Nelson,31,95000000.0,234709079.96,Long-term,medium,Under 6 year
Jason Mcbride,47,133000000.0,314577585.58,Long-term,high,Under 1 year
Pamela Smith,44,129000000.0,357410093.13,Medium-term,medium,Under 1 year
Anthony Lowe,31,85000000.0,249482164.5,Long-term,high,Under 9 year
Kevin Parker,20,110000000.0,179346173.65,Medium-term,medium,Under 0 year
Tyler Gray,50,80000000.0,193214905.67,Long-term,low,Under 7 year
Brenda Stevens,62,35000000.0,70626208.06,Long-term,low,Under 3 year
Amanda Johnson,56,35000000.0,96597799.77,Long-term,medium,Under 9 year
Anthony White,60,146000000.0,285554975.31,Medium-term,high,Under 2 year
Christine Nelson,23,95000000.0,220946080.9,Medium-term,high,Under 3 year
Katrina Harris,21,93000000.0,226655527.41,Long-term,medium,Under 9 year
Laura Murray,28,103000000.0,230847999.25,Short-term,high,Under 5 year
Breanna White,31,82000000.0,125889707.61,Short-term,medium,Under 9 year
Jennifer Johnson,19,80000000.0,160259529.04,Long-term,high,Under 2 year
Stanley Stuart,19,82000000.0,186309739.91,Medium-term,low,Under 7 year
John Rios,38,86000000.0,250286930.97,Short-term,high,Under 3 year
Melanie Rangel,27,137000000.0,379192385.01,Short-term,medium,Under 3 year
Ryan Chang,21,89000000.0,191313175.22,Short-term,low,Under 3 year
Joseph Franklin,30,101000000.0,296794896.93,Medium-term,low,Under 4 year
Hunter Arias,32,46000000.0,75030028.1,Long-term,high,Under 8 year
David Watkins,60,121000000.0,310523133.07,Short-term,medium,Under 8 year
Gregory Brown,18,39000000.0,78361672.06,Long-term,low,Under 5 year
Raymond Smith,38,119000000.0,330223625.71,Long-term,high,Under 7 year
Kayla Graves,29,51000000.0,77657812.95,Long-term,medium,Under 8 year
Elizabeth Thompson,21,126000000.0,226777404.54,Medium-term,medium,Under 3 year
Terri Rocha,46,72000000.0,112505679.43,Long-term,low,Under 9 year
Joseph Hanna,42,57000000.0,128523949.05,Short-term,medium,Under 7 year
Helen Stafford,26,39000000.0,114642247.6,Medium-term,medium,Under 0 year
Mark Palmer,35,90000000.0,251525748.47,Short-term,medium,Under 8 year
Kathleen White,64,93000000.0,276466047.25,Short-term,medium,Under 3 year
Carolyn Steele,25,13000000.0,22180898.38,Long-term,medium,Under 9 year
Audrey Fowler,58,70000000.0,129695542.77,Long-term,low,Under 8 year
Robert Graves,18,97000000.0,258083182.26,Medium-term,high,Under 6 year
John Hood,25,60000000.0,91073857.74,Short-term,high,Under 2 year
Eric Hebert,29,62000000.0,144964144.19,Long-term,high,Under 9 year
Hunter White,61,84000000.0,212336376.31,Medium-term,low,Under 3 year
Robert Anderson,28,142000000.0,230947741.43,Medium-term,high,Under 5 year
Brenda Price,41,39000000.0,109340904.91,Long-term,low,Under 0 year
Douglas Robinson,35,102000000.0,254095355.57,Long-term,low,Under 4 year
Joshua Harrington,44,142000000.0,313611925.73,Long-term,medium,Under 7 year
Jeremy Martinez,54,75000000.0,224199610.79,Short-term,high,Under 6 year
Shelby Franklin,47,99000000.0,214342834.55,Medium-term,low,Under 1 year
Amy Castaneda,27,20000000.0,41916802.04,Short-term,high,Under 0 year
Renee Camacho,32,122000000.0,206194641.85,Long-term,high,Under 5 year
Virginia Price,65,50000000.0,88715638.38,Medium-term,medium,Under 8 year
Joshua Humphrey,62,136000000.0,222303727.84,Short-term,high,Under 7 year
John Pena,65,148000000.0,282481818.21,Long-term,low,Under 5 year
Brian King,62,33000000.0,56266912.35,Short-term,low,Under 9 year
Katherine Stewart,35,50000000.0,117509134.71,Long-term,low,Under 3 year
Teresa Jenkins,32,40000000.0,118686603.17,Short-term,low,Under 5 year
Leah Wilson,42,110000000.0,243571499.17,Medium-term,medium,Under 8 year
Nicole Guzman,49,56000000.0,99626117.95,Medium-term,medium,Under 4 year
Susan Ramirez,44,146000000.0,331748607.05,Medium-term,high,Under 5 year
Meagan Goodman,52,76000000.0,207274580.01,Long-term,low,Under 0 year
James Johnson,18,138000000.0,364515332.23,Medium-term,low,Under 7 year
Maureen Snyder,31,122000000.0,201966839.5,Medium-term,low,Under 2 year
Carol Moran,36,119000000.0,296413711.74,Medium-term,low,Under 4 year
Sean Blair,58,58000000.0,108802153.15,Short-term,medium,Under 9 year
Shelly Compton,22,41000000.0,71233797.32,Medium-term,high,Under 7 year
Lori Mitchell,63,45000000.0,128839838.69,Medium-term,high,Under 6 year
Laurie Barrett,50,109000000.0,253969876.18,Long-term,high,Under 4 year
Bruce Griffin,54,129000000.0,357139862.71,Long-term,high,Under 5 year
Martha Robinson,27,104000000.0,183331150.17,Long-term,high,Under 8 year
Michael Watson,52,12000000.0,21868208.6,Long-term,high,Under 1 year
Justin Hancock,44,1000000.0,2794232.27,Short-term,medium,Under 0 year
Tracy Haley,33,67000000.0,165014695.52,Short-term,medium,Under 1 year
Teresa Sandoval,18,134000000.0,316380482.74,Long-term,medium,Under 1 year
Andrew Fields,36,129000000.0,194151348.44,Short-term,medium,Under 3 year
Jeff Dixon,65,117000000.0,245861094.41,Short-term,high,Under 8 year
Kristen Williams,46,149000000.0,339532910.1,Medium-term,medium,Under 4 year
Joseph Hoffman,38,58000000.0,88654910.94,Short-term,medium,Under 1 year
Danielle Price,31,83000000.0,179123143.14,Long-term,medium,Under 8 year
Katherine Rivera,46,4000000.0,11354548.45,Short-term,medium,Under 9 year
Steve Day,54,17000000.0,34370121.32,Long-term,high,Under 5 year
Deborah Smith,19,8000000.0,21391299.64,Medium-term,low,Under 0 year
Robert Robbins,32,7000000.0,11615772.4,Long-term,medium,Under 6 year
Angel Galvan,37,79000000.0,210872585.0,Short-term,medium,Under 4 year
Ruben Thomas,62,78000000.0,128834947.46,Short-term,low,Under 6 year
Paula Mejia,53,133000000.0,295424679.51,Long-term,high,Under 9 year
Scott Torres,60,118000000.0,183474715.38,Short-term,low,Under 5 year
Michael Hall,56,132000000.0,306333541.85,Medium-term,medium,Under 6 year
Tommy Vance,42,44000000.0,85006922.33,Long-term,medium,Under 4 year
Eric Davis,58,149000000.0,261158469.55,Long-term,high,Under 0 year
Eric Rivera,47,108000000.0,235673002.09,Short-term,high,Under 4 year
Jenna Burnett,25,34000000.0,68353846.02,Medium-term,high,Under 4 year
Monica Ramsey,61,50000000.0,108118474.98,Long-term,high,Under 8 year
Taylor Shaw,57,35000000.0,59774801.96,Long-term,low,Under 1 year
Austin Moses,46,84000000.0,180940962.97,Long-term,medium,Under 1 year
Corey Williams,38,136000000.0,339672611.2,Medium-term,low,Under 0 year
Kenneth Butler,65,38000000.0,110697455.58,Long-term,medium,Under 4 year
Jane Ramirez,47,82000000.0,156632007.39,Medium-term,high,Under 5 year
John Sanchez,48,52000000.0,124174691.88,Long-term,medium,Under 8 year
Melissa Snyder,60,56000000.0,155134652.27,Long-term,high,Under 6 year
Richard Jones,61,139000000.0,319304634.85,Long-term,medium,Under 5 year
Amy Smith,41,130000000.0,307937943.35,Long-term,high,Under 6 year
Kyle Stevens,57,109000000.0,210739446.67,Long-term,low,Under 2 year
Lisa Reeves,27,33000000.0,80446707.6,Long-term,low,Under 3 year
Stephanie Chambers,28,16000000.0,40298626.94,Short-term,high,Under 0 year
John Schultz,40,29000000.0,72796869.19,Long-term,medium,Under 9 year
Cheryl Roberts,40,75000000.0,155329819.41,Long-term,high,Under 9 year
Dr. Austin Owen,18,49000000.0,104159794.67,Long-term,low,Under 4 year
Nicole Brown,54,67000000.0,190445597.75,Long-term,medium,Under 8 year
Beth Martinez,53,48000000.0,81178621.57,Medium-term,low,Under 1 year
April Patel,31,43000000.0,114897871.62,Medium-term,low,Under 0 year
Brianna Cook,58,120000000.0,272843207.69,Medium-term,medium,Under 0 year
Matthew Howard,48,51000000.0,79235110.81,Long-term,medium,Under 8 year
Rhonda Wilson,38,108000000.0,284964458.55,Long-term,medium,Under 3 year
Carolyn Lewis,38,99000000.0,195232279.62,Medium-term,low,Under 7 year
John Edwards,44,67000000.0,103081687.74,Short-term,low,Under 2 year
Jason Wilson,55,72000000.0,133355460.14,Medium-term,high,Under 1 year
Joshua Bryan,41,6000000.0,10629132.27,Medium-term,high,Under 7 year
Jessica Gonzalez,24,141000000.0,392839189.21,Long-term,low,Under 0 year
Jessica Carroll,22,73000000.0,189690117.7,Long-term,high,Under 7 year
Shane Jackson,44,98000000.0,245784147.12,Medium-term,low,Under 3 year
Kari Kelly,39,97000000.0,279848481.33,Long-term,low,Under 5 year
Donald Gallagher,22,112000000.0,220333527.05,Short-term,low,Under 1 year
David Scott,54,92000000.0,175996347.84,Medium-term,medium,Under 4 year
John Baldwin,45,114000000.0,318256386.82,Long-term,high,Under 7 year
Sarah Snyder,58,12000000.0,22743479.22,Long-term,low,Under 3 year
Nicole Contreras,38,10000000.0,19918720.55,Long-term,medium,Under 2 year
Wendy Smith,20,71000000.0,202484705.51,Long-term,low,Under 6 year
Trevor Smith,23,119000000.0,284817622.52,Long-term,high,Under 3 year
Jacqueline Thomas,58,6000000.0,16684239.16,Short-term,high,Under 7 year
Bianca Nunez,30,129000000.0,305577056.22,Medium-term,medium,Under 8 year
Brian Murphy,26,19000000.0,50247514.97,Short-term,high,Under 0 year
Jenna Steele,63,80000000.0,217490811.26,Medium-term,medium,Under 8 year
Robert Jones,32,30000000.0,87614506.28,Long-term,low,Under 2 year
Tara George,27,91000000.0,243880964.57,Long-term,high,Under 2 year
Mary Maynard,28,57000000.0,143885888.44,Short-term,medium,Under 4 year
Anthony Smith,24,67000000.0,106006355.62,Long-term,high,Under 2 year
Robin Vincent,43,65000000.0,148372058.22,Long-term,high,Under 1 year
Kevin Holland,64,40000000.0,80684804.28,Short-term,low,Under 3 year
Laura Cortez,43,57000000.0,152836268.66,Long-term,high,Under 5 year
Michael Decker,33,94000000.0,152820007.36,Long-term,low,Under 1 year
Hannah Stein,47,87000000.0,138152887.02,Long-term,medium,Under 6 year
Matthew Evans,31,23000000.0,45879704.64,Long-term,low,Under 1 year
Steven Sutton,33,47000000.0,110279442.75,Short-term,high,Under 9 year
James Fox,18,10000000.0,19333098.48,Short-term,low,Under 6 year
Michelle Sanchez,32,150000000.0,260692473.77,Medium-term,medium,Under 5 year
Jonathan Bailey,42,10000000.0,25755182.83,Short-term,high,Under 5 year
Lisa Edwards,19,125000000.0,313208747.26,Short-term,medium,Under 3 year
Jessica Irwin,31,6000000.0,10868760.2,Short-term,low,Under 1 year
Christine Wilson,58,30000000.0,83273770.81,Medium-term,medium,Under 0 year
Linda Frazier,50,27000000.0,51374476.75,Short-term,medium,Under 3 year
Erica Hernandez,41,71000000.0,198525208.13,Medium-term,low,Under 1 year
Jacqueline Grant,22,69000000.0,113579105.8,Short-term,low,Under 7 year
Misty Gonzalez,36,126000000.0,372796073.1,Long-term,high,Under 3 year
Earl Callahan,54,108000000.0,323119220.28,Medium-term,high,Under 3 year
Patricia Hull,49,67000000.0,130976829.5,Long-term,medium,Under 8 year
Denise Smith,35,138000000.0,238439982.39,Short-term,low,Under 1 year
Erin Hernandez,34,55000000.0,106562817.61,Medium-term,medium,Under 3 year
Rachel Bender,29,150000000.0,340648267.78,Short-term,medium,Under 5 year
Alison Hicks,51,132000000.0,272561962.23,Medium-term,high,Under 6 year
Lisa Griffith,58,146000000.0,281658361.93,Long-term,medium,Under 3 year
Morgan Campbell,60,21000000.0,40586424.02,Long-term,low,Under 7 year
Steven Robinson,62,50000000.0,79273545.57,Short-term,high,Under 1 year
Andrew Brown,41,111000000.0,172804869.01,Short-term,high,Under 7 year
Joshua Neal,18,67000000.0,111940158.06,Medium-term,medium,Under 7 year
Joshua Roberts,26,51000000.0,145361502.29,Short-term,medium,Under 9 year
Rachael Gonzales,52,143000000.0,308281290.44,Short-term,medium,Under 1 year
Holly Martin,36,95000000.0,237870212.3,Short-term,low,Under 6 year
Dana Harris,59,32000000.0,56686723.67,Short-term,low,Under 4 year
April Davis,62,40000000.0,108400272.47,Short-term,medium,Under 9 year
Margaret Rivera,21,58000000.0,97213452.84,Medium-term,low,Under 4 year
Stephen Berry,29,17000000.0,40173704.66,Short-term,low,Under 7 year
Anthony Werner,47,114000000.0,199118459.86,Long-term,low,Under 3 year
William Carter,57,38000000.0,81574425.34,Short-term,high,Under 0 year
Devon Browning,62,57000000.0,100624053.88,Short-term,medium,Under 0 year
Nancy Andrews,20,148000000.0,246812256.7,Medium-term,medium,Under 3 year
Laura Snyder,30,100000000.0,155391501.57,Medium-term,high,Under 9 year
Douglas Oneal,45,65000000.0,173155294.85,Long-term,medium,Under 1 year
Charles Gallagher,31,126000000.0,354317821.56,Long-term,high,Under 2 year
Dawn Dickerson,30,102000000.0,288505322.57,Short-term,low,Under 6 year
Mr. Ryan Gardner,47,136000000.0,356086067.69,Short-term,high,Under 8 year
Terry Shaw,22,20000000.0,44935812.74,Short-term,high,Under 8 year
James Lane,28,76000000.0,138980440.61,Medium-term,low,Under 4 year
Andre Marshall,47,113000000.0,211284102.56,Short-term,high,Under 1 year
Justin Fisher,35,69000000.0,116049123.63,Short-term,high,Under 1 year
Haley Hayes,19,146000000.0,330938068.67,Medium-term,low,Under 8 year
Mrs. Sarah Jones,52,27000000.0,43965937.47,Medium-term,high,Under 4 year
Sharon Tran,54,61000000.0,104034386.19,Long-term,low,Under 6 year
Richard King,28,102000000.0,259098933.75,Medium-term,medium,Under 7 year
Kelly Odom,20,149000000.0,356460230.73,Short-term,low,Under 9 year
Kristin Williams,52,16000000.0,43050457.88,Long-term,medium,Under 0 year
Andrea Castaneda,49,20000000.0,54188286.25,Short-term,medium,Under 2 year
Leslie Pruitt,49,109000000.0,319630839.7,Long-term,medium,Under 2 year
Loretta Parsons,38,84000000.0,149271149.65,Short-term,medium,Under 7 year
Barbara Munoz,22,76000000.0,209645449.71,Short-term,medium,Under 2 year
Stephanie Reed,42,47000000.0,83823766.74,Short-term,medium,Under 0 year
Stephanie Dillon,23,74000000.0,220200440.97,Long-term,low,Under 6 year
Marc Velasquez,36,39000000.0,69799477.44,Medium-term,low,Under 9 year
Mark Hampton,40,9000000.0,15555630.96,Long-term,high,Under 1 year
Amanda Jenkins,25,150000000.0,247478329.38,Medium-term,high,Under 0 year
William Ruiz,57,124000000.0,274407207.61,Long-term,high,Under 0 year
Thomas Pugh,33,12000000.0,22920673.22,Long-term,low,Under 1 year
Jessica Brown,26,81000000.0,237389133.8,Medium-term,medium,Under 4 year
Rebecca James,35,87000000.0,252364379.9,Long-term,high,Under 3 year
Krystal Yates,48,130000000.0,311587048.44,Long-term,high,Under 5 year
David Murray,59,17000000.0,32386269.65,Long-term,high,Under 6 year
Molly Morgan,21,46000000.0,74112420.18,Medium-term,high,Under 1 year
Carrie Allen,30,20000000.0,55335091.34,Medium-term,medium,Under 6 year
Christine Smith,56,150000000.0,392620366.07,Long-term,medium,Under 6 year
Kevin Glass,40,60000000.0,93302691.72,Short-term,high,Under 1 year
Brian Washington,37,45000000.0,119843057.63,Short-term,low,Under 8 year
Michelle Morrow,32,11000000.0,21422441.9,Short-term,medium,Under 8 year
David Davis,55,93000000.0,226986745.24,Long-term,medium,Under 6 year
Grant Roberts,41,98000000.0,168086956.29,Medium-term,low,Under 7 year
Beth Walsh DDS,42,2000000.0,5470110.32,Short-term,low,Under 7 year
Kimberly Saunders,50,51000000.0,135997351.89,Short-term,low,Under 4 year
Lucas Krause,25,86000000.0,209700919.4,Medium-term,medium,Under 2 year
Lisa Jackson,21,54000000.0,85579107.46,Medium-term,high,Under 0 year
Shannon Hernandez,22,83000000.0,246072811.3,Medium-term,high,Under 6 year
Yesenia Stevens,51,85000000.0,130171384.93,Medium-term,medium,Under 7 year
Barbara Norman,50,36000000.0,80485900.19,Long-term,high,Under 8 year
Autumn Roberts,63,114000000.0,192637379.25,Long-term,high,Under 7 year
Terry Mendez,45,39000000.0,63364968.11,Medium-term,medium,Under 5 year
Patrick Castro,56,37000000.0,56317782.6,Medium-term,low,Under 4 year
Dustin Bonilla,41,106000000.0,198394967.51,Short-term,medium,Under 4 year
Rick Hansen,34,135000000.0,232559388.65,Medium-term,medium,Under 0 year
Kelly Reid,21,143000000.0,400117602.08,Long-term,medium,Under 4 year
Joshua Taylor,28,111000000.0,168474921.49,Short-term,high,Under 2 year
Jacob Austin,44,139000000.0,347750291.04,Long-term,low,Under 6 year
Dylan Carlson,25,142000000.0,403928303.81,Short-term,low,Under 5 year
Crystal Ortiz,51,51000000.0,124552952.59,Short-term,medium,Under 0 year
Harry Cowan,42,137000000.0,302944400.72,Medium-term,high,Under 8 year
Justin Carpenter,34,51000000.0,87598569.18,Medium-term,high,Under 6 year
Daniel Hall,63,89000000.0,200121004.66,Long-term,medium,Under 5 year
Roberto Coleman,18,31000000.0,79676685.91,Long-term,medium,Under 1 year
Ian Haley,46,84000000.0,173447953.42,Long-term,medium,Under 1 year
Adam Brown,31,40000000.0,63520172.53,Long-term,medium,Under 0 year
Brenda Kaufman,31,32000000.0,52031951.66,Medium-term,low,Under 3 year
Angela Morales,42,81000000.0,210757564.89,Medium-term,low,Under 5 year
Joseph Morse,35,72000000.0,124799971.16,Short-term,medium,Under 0 year
David Herrera,27,87000000.0,230040792.62,Short-term,medium,Under 8 year
Donna Brown,63,93000000.0,180231914.12,Short-term,high,Under 1 year
Bridget Griffin,19,44000000.0,117877573.38,Medium-term,medium,Under 1 year
Anthony Ortiz,50,125000000.0,246989479.55,Long-term,medium,Under 5 year
Deborah Miller,40,140000000.0,368525039.68,Short-term,low,Under 8 year
Joyce Adams,45,127000000.0,283027660.22,Long-term,medium,Under 7 year
Janet Gray,52,43000000.0,66687812.95,Short-term,low,Under 9 year
Ashley Hamilton,57,82000000.0,166042502.02,Medium-term,low,Under 4 year
John Williams,50,21000000.0,59979317.03,Medium-term,medium,Under 0 year
John Reyes,50,115000000.0,278363617.33,Short-term,medium,Under 3 year
Ryan Jacobs,33,14000000.0,31311159.13,Long-term,medium,Under 1 year
Brandi Mcclure,53,138000000.0,404920410.33,Short-term,high,Under 2 year
Lisa Vaughn,64,137000000.0,313829101.68,Medium-term,high,Under 1 year
Brianna Lee,34,21000000.0,52798650.63,Short-term,medium,Under 9 year
Angela Ingram,46,51000000.0,124860681.94,Medium-term,low,Under 3 year
Daniel Williams,48,11000000.0,30581998.75,Short-term,high,Under 5 year
Nathan Foley,49,81000000.0,226348346.09,Long-term,low,Under 6 year
Wendy Malone,55,136000000.0,218163402.51,Short-term,medium,Under 2 year
Regina Evans,36,40000000.0,119855469.88,Long-term,low,Under 8 year
Jason Acevedo,46,149000000.0,251279070.72,Long-term,high,Under 8 year
Jonathan Moore,31,74000000.0,193341302.07,Long-term,medium,Under 4 year
Kristopher Murphy,39,102000000.0,229834889.18,Medium-term,low,Under 4 year
Janet White,20,142000000.0,247295922.52,Medium-term,high,Under 1 year
Emma Garcia,38,105000000.0,308487544.43,Long-term,high,Under 6 year
Kelsey Castro PhD,29,26000000.0,54591383.03,Short-term,medium,Under 6 year
George Mcdonald,57,140000000.0,407879373.89,Medium-term,medium,Under 7 year
Jenna Jones,41,62000000.0,126000594.24,Long-term,high,Under 4 year
Matthew Carter,29,8000000.0,17589754.36,Long-term,low,Under 0 year
David Salazar,63,79000000.0,187377240.66,Medium-term,high,Under 4 year
Sandra Richards,52,105000000.0,175772829.64,Medium-term,high,Under 1 year
Dr. Aaron Butler,18,101000000.0,250862582.93,Long-term,medium,Under 5 year
Julia Peck,55,104000000.0,193809597.4,Medium-term,medium,Under 8 year
Trevor Davis,49,13000000.0,19980785.9,Long-term,high,Under 6 year
Michael Ward,57,45000000.0,98880087.14,Short-term,medium,Under 1 year
Angela Todd,41,8000000.0,22456850.07,Medium-term,low,Under 8 year
Mark Miller,21,45000000.0,89240364.16,Medium-term,low,Under 4 year
Nathan Murphy,19,132000000.0,294927977.01,Short-term,high,Under 8 year
Gloria Nelson,49,108000000.0,225297586.89,Long-term,high,Under 8 year
Larry Higgins,25,99000000.0,288791643.92,Long-term,medium,Under 3 year
Jeffery Smith,20,44000000.0,121228434.36,Medium-term,low,Under 6 year
Alexander Sanchez,50,121000000.0,330721338.33,Long-term,medium,Under 2 year
Joseph Kim,52,88000000.0,226941883.96,Long-term,medium,Under 5 year
April Barnett,53,45000000.0,130195415.93,Long-term,medium,Under 5 year
Teresa Campbell,24,147000000.0,370320832.15,Medium-term,low,Under 0 year
James Drake,60,144000000.0,346177488.53,Medium-term,medium,Under 9 year
Adriana Flores,64,21000000.0,51187234.6,Long-term,medium,Under 2 year
Dennis Gallagher,47,133000000.0,250126194.63,Short-term,medium,Under 5 year
Cindy Foster,44,121000000.0,326271486.36,Long-term,high,Under 9 year
Steven Sandoval,64,47000000.0,80302864.91,Long-term,low,Under 2 year
Daniel Burke,36,97000000.0,168009460.01,Medium-term,high,Under 7 year
Kristi Figueroa,45,78000000.0,156031988.29,Short-term,medium,Under 6 year
Stephanie Middleton,57,56000000.0,156859415.91,Medium-term,low,Under 0 year
Michael Moore,30,102000000.0,193844957.89,Long-term,medium,Under 3 year
Meghan Chan,56,112000000.0,261196419.84,Long-term,high,Under 7 year
Kevin Orr,52,55000000.0,129738891.22,Long-term,medium,Under 2 year
Maria Alexander,35,11000000.0,25740400.38,Short-term,medium,Under 2 year
Bonnie Wyatt MD,37,82000000.0,219614158.34,Short-term,low,Under 1 year
Michael Moore,42,88000000.0,183967467.1,Medium-term,high,Under 4 year
Garrett Merritt,37,143000000.0,315081089.13,Short-term,high,Under 0 year
Melissa Roach,36,47000000.0,131572226.5,Medium-term,high,Under 8 year
Mary Edwards,58,41000000.0,68148598.51,Medium-term,medium,Under 3 year
Justin Conrad,22,142000000.0,236536002.39,Medium-term,high,Under 7 year
Ashley Mitchell,55,136000000.0,341257890.93,Short-term,medium,Under 8 year
Frank Barker,60,51000000.0,117672197.81,Long-term,high,Under 5 year
Tonya Lane,25,92000000.0,252493369.47,Medium-term,medium,Under 5 year
Joseph Zimmerman,60,12000000.0,22422879.49,Short-term,medium,Under 8 year
Tiffany Lee,38,84000000.0,251649419.89,Long-term,medium,Under 7 year
Jill Bell,29,50000000.0,118691467.4,Medium-term,high,Under 3 year
Steven Beard,35,78000000.0,133419279.5,Long-term,medium,Under 8 year
Dana Sanchez,34,57000000.0,105919581.81,Medium-term,high,Under 2 year
Steven White DVM,60,13000000.0,33247808.46,Short-term,medium,Under 0 year
John Ferguson,20,8000000.0,18457902.0,Short-term,low,Under 5 year
Jacob Charles,36,56000000.0,86731022.04,Short-term,high,Under 6 year
Melissa Davis,45,45000000.0,90660558.9,Short-term,medium,Under 3 year
Francisco Wallace,34,89000000.0,242885595.02,Short-term,medium,Under 8 year
Stephanie Wood,61,41000000.0,66866307.04,Medium-term,high,Under 7 year
Robert Leonard,54,1000000.0,2766019.83,Medium-term,low,Under 5 year
Margaret Brown,55,126000000.0,343645162.4,Long-term,high,Under 9 year
Brandon Murray,51,23000000.0,40438102.74,Short-term,medium,Under 6 year
Tara Collins,35,10000000.0,20728042.63,Short-term,medium,Under 9 year
Marvin Morgan,25,129000000.0,208777255.03,Short-term,medium,Under 0 year
