Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Lauren Allen,19,101000000.0,276033584.66,Short-term,medium,Under 6 year
Dean Walters,46,11000000.0,25046974.3,Long-term,low,Under 3 year
Dennis Brown,30,116000000.0,187841913.68,Short-term,high,Under 3 year
Tara Skinner,27,99000000.0,295625299.24,Short-term,medium,Under 1 year
Lisa Black,25,126000000.0,331897479.15,Short-term,low,Under 1 year
Anita Dunn,61,143000000.0,337531774.39,Long-term,low,Under 9 year
Mrs. Dana Novak,43,20000000.0,41637237.0,Medium-term,medium,Under 6 year
Diamond Norman,19,54000000.0,154911822.48,Medium-term,medium,Under 8 year
Keith Fox,23,89000000.0,142906886.42,Short-term,high,Under 0 year
Cody Ibarra,36,144000000.0,217387056.33,Long-term,low,Under 5 year
Ana Martinez,61,67000000.0,136274086.64,Long-term,low,Under 3 year
Felicia Lucas,59,74000000.0,112873751.82,Medium-term,medium,Under 7 year
Kimberly Goodman,27,96000000.0,185665905.65,Long-term,high,Under 9 year
Caroline Parker,22,23000000.0,67885624.15,Medium-term,low,Under 0 year
Holly Gonzales,34,104000000.0,280272735.84,Short-term,medium,Under 1 year
Sherry Bell,23,149000000.0,436862509.07,Medium-term,medium,Under 2 year
Raymond Flores,40,35000000.0,94615795.87,Medium-term,high,Under 6 year
John Herrera,63,87000000.0,187096876.51,Short-term,medium,Under 8 year
Eric Villa,61,150000000.0,388182714.05,Medium-term,low,Under 1 year
Angelica Santos,49,107000000.0,288474111.17,Medium-term,low,Under 4 year
Brandon Rogers,64,72000000.0,162994729.24,Long-term,high,Under 0 year
Terri Pena,60,59000000.0,123726739.36,Medium-term,medium,Under 2 year
Erica Beltran,61,1000000.0,1710367.66,Short-term,medium,Under 9 year
Justin Phelps,30,92000000.0,229409470.3,Medium-term,medium,Under 9 year
Tasha Gray,55,79000000.0,230258059.05,Short-term,medium,Under 0 year
Brian King,63,88000000.0,220947481.32,Long-term,medium,Under 9 year
Gabriel Murphy,24,103000000.0,274045654.84,Short-term,low,Under 2 year
Glenn Pratt,53,74000000.0,170618740.08,Long-term,medium,Under 9 year
Laura Rodriguez,46,22000000.0,48454972.84,Medium-term,low,Under 1 year
Brianna Hutchinson,45,70000000.0,150529226.96,Short-term,high,Under 3 year
Patrick Barron,54,23000000.0,61283876.97,Short-term,medium,Under 8 year
Gregory Nguyen,23,47000000.0,99490612.38,Medium-term,low,Under 0 year
Denise Taylor,60,118000000.0,184155109.0,Long-term,medium,Under 4 year
Ian Garcia,39,36000000.0,92484171.73,Medium-term,high,Under 6 year
Zachary Johnson,30,93000000.0,255366851.96,Medium-term,low,Under 5 year
Steven Aguirre,34,115000000.0,238572009.19,Medium-term,medium,Under 0 year
Sarah Schwartz,29,146000000.0,288057635.11,Long-term,medium,Under 3 year
Brian Humphrey,57,73000000.0,177029710.88,Medium-term,medium,Under 7 year
James Fletcher,60,1000000.0,1627509.81,Short-term,high,Under 5 year
Justin Kelly,58,63000000.0,159073192.3,Medium-term,low,Under 7 year
Fernando Hughes,35,61000000.0,182027358.66,Medium-term,medium,Under 1 year
Angela Webb,39,119000000.0,348584049.31,Long-term,high,Under 7 year
Patricia Roberts,26,21000000.0,43173749.53,Medium-term,high,Under 9 year
Jessica Cross,50,145000000.0,365444826.61,Long-term,medium,Under 9 year
Sean Shelton,19,96000000.0,163638861.91,Medium-term,high,Under 4 year
Debra Lang,55,126000000.0,304038527.48,Short-term,low,Under 2 year
Stephanie Shah MD,52,36000000.0,107477454.67,Medium-term,high,Under 2 year
Cesar Escobar,59,21000000.0,35462674.99,Medium-term,medium,Under 7 year
Dan Savage,28,18000000.0,38283385.52,Short-term,medium,Under 7 year
Denise Smith,61,18000000.0,46229408.35,Short-term,high,Under 2 year
Peter Simmons,63,88000000.0,218960164.02,Short-term,low,Under 8 year
Kelly Morales,60,110000000.0,250164227.11,Long-term,medium,Under 5 year
Michael Frank,20,116000000.0,208442334.02,Short-term,medium,Under 7 year
Caitlin Wagner,58,109000000.0,313329602.02,Long-term,high,Under 3 year
Adam Little,49,40000000.0,97580213.19,Short-term,high,Under 0 year
Timothy Greer,64,5000000.0,13216717.74,Long-term,high,Under 9 year
Erica Hicks,62,61000000.0,111131896.99,Long-term,high,Under 3 year
Lindsey Robinson,34,21000000.0,36708014.0,Medium-term,medium,Under 8 year
Renee Flowers,19,69000000.0,131393348.9,Short-term,low,Under 9 year
Charlotte Neal,56,127000000.0,225557413.49,Medium-term,low,Under 2 year
Marvin Cannon,20,20000000.0,52420589.95,Short-term,low,Under 9 year
Whitney Hart,54,76000000.0,204600254.56,Long-term,low,Under 6 year
Jessica Barnes,56,38000000.0,102223487.99,Medium-term,high,Under 4 year
Mark Jensen,18,119000000.0,309480452.02,Medium-term,low,Under 4 year
Michele Davis,50,103000000.0,192841796.89,Long-term,high,Under 8 year
Nancy Lewis,21,21000000.0,53965506.39,Medium-term,medium,Under 1 year
Heather Smith,27,124000000.0,207774599.47,Medium-term,high,Under 0 year
Kristi Melendez,62,18000000.0,52015595.6,Short-term,low,Under 1 year
William Williams,50,6000000.0,14416604.55,Medium-term,high,Under 2 year
Andrea Jenkins,42,146000000.0,297641256.06,Long-term,high,Under 1 year
Ms. Julie Phillips,25,110000000.0,283955754.85,Short-term,medium,Under 9 year
Nicholas Moses,64,40000000.0,61049153.3,Long-term,medium,Under 0 year
Andrea Higgins,50,12000000.0,29284687.11,Long-term,medium,Under 3 year
Nicole Blake,55,41000000.0,81777777.32,Long-term,high,Under 3 year
Jeremy Howard,52,108000000.0,264532040.54,Short-term,low,Under 2 year
Amanda Jones,45,128000000.0,333874866.43,Medium-term,low,Under 0 year
Mary Mcmillan,53,36000000.0,71163469.17,Short-term,medium,Under 2 year
Timothy Jackson,61,127000000.0,336876523.96,Medium-term,low,Under 5 year
Lisa Robinson,25,52000000.0,152850111.01,Short-term,high,Under 8 year
Dr. Jennifer Sullivan,21,19000000.0,37199577.69,Long-term,medium,Under 0 year
Dr. Lori Sloan,54,110000000.0,278832256.7,Short-term,high,Under 4 year
Gary Burns,34,60000000.0,98845328.96,Short-term,high,Under 2 year
Patricia Brown,62,69000000.0,197795725.49,Medium-term,medium,Under 8 year
Kimberly Lewis,42,139000000.0,383612634.06,Medium-term,high,Under 1 year
Nicole Long,49,101000000.0,166378304.95,Long-term,high,Under 0 year
Teresa Meyer,29,144000000.0,399281004.12,Long-term,low,Under 8 year
Mary Spencer,34,90000000.0,198940389.57,Short-term,low,Under 5 year
Cheyenne Henderson,40,95000000.0,277596579.16,Long-term,high,Under 9 year
Jose Graham,48,32000000.0,92354669.63,Long-term,low,Under 7 year
James Rice,58,120000000.0,205561006.33,Short-term,medium,Under 5 year
Rachel Holmes,27,41000000.0,99450576.19,Medium-term,medium,Under 0 year
Gregory Garrett,27,10000000.0,28262647.55,Long-term,medium,Under 5 year
Courtney Clay,51,59000000.0,102654621.0,Short-term,high,Under 0 year
Mary Davis,65,50000000.0,81602285.26,Short-term,high,Under 4 year
Ashley Jordan,36,18000000.0,32381823.97,Medium-term,high,Under 2 year
Peter Jackson,25,7000000.0,12191150.13,Medium-term,low,Under 9 year
Danielle Yu,53,118000000.0,258175844.09,Medium-term,low,Under 4 year
George Franklin,64,124000000.0,300332837.96,Short-term,low,Under 6 year
Mark Smith,49,28000000.0,57435962.72,Short-term,high,Under 8 year
Nicole Smith,20,64000000.0,105905962.61,Long-term,low,Under 3 year
Briana Walker,63,69000000.0,142237934.52,Short-term,low,Under 5 year
Shannon Wilson,64,104000000.0,205311775.07,Medium-term,high,Under 7 year
Pedro Foster,54,118000000.0,345520118.97,Short-term,medium,Under 4 year
Austin Sanders,22,18000000.0,46533206.18,Short-term,medium,Under 7 year
Mr. Richard Morgan,59,133000000.0,272043325.8,Long-term,high,Under 4 year
Sophia Harris,24,66000000.0,175509824.76,Long-term,low,Under 1 year
Donald Cochran,64,82000000.0,182562249.25,Short-term,medium,Under 6 year
Tanya Hernandez,33,14000000.0,37429341.08,Medium-term,low,Under 6 year
Laurie Johnson,25,111000000.0,251001894.19,Short-term,high,Under 9 year
Steven Jarvis,18,93000000.0,215593083.64,Medium-term,high,Under 6 year
Alyssa Stephenson,25,129000000.0,234249615.03,Long-term,low,Under 9 year
Tara Snyder,63,142000000.0,378439531.04,Medium-term,medium,Under 9 year
John Martinez,27,107000000.0,249848762.13,Short-term,medium,Under 8 year
Nicholas Barber,62,44000000.0,128687108.73,Short-term,high,Under 4 year
Natalie Garner,54,67000000.0,199431123.04,Medium-term,high,Under 9 year
Paul Floyd,52,84000000.0,171310625.19,Short-term,low,Under 8 year
Ashley Phillips,21,49000000.0,103222542.41,Medium-term,medium,Under 8 year
Gail Novak,31,47000000.0,129999115.68,Medium-term,low,Under 8 year
Michael Sanchez,59,1000000.0,1772379.57,Medium-term,low,Under 6 year
Kathy Gonzalez,46,84000000.0,200547828.23,Short-term,medium,Under 5 year
Nicole Landry,64,33000000.0,66506346.02,Medium-term,medium,Under 7 year
Kimberly Meyer,43,12000000.0,19949404.34,Long-term,medium,Under 5 year
Joshua Barnes,47,51000000.0,140754375.17,Short-term,low,Under 6 year
Rebecca Burns,64,74000000.0,143135346.14,Medium-term,low,Under 7 year
Nancy Smith,24,26000000.0,45416903.97,Long-term,low,Under 6 year
Robert Robertson,33,74000000.0,132076007.55,Short-term,high,Under 6 year
William Harrison,34,99000000.0,246678925.68,Medium-term,medium,Under 2 year
Brooke Anderson,21,138000000.0,215779811.85,Long-term,low,Under 2 year
George Moore,23,141000000.0,278892306.08,Medium-term,medium,Under 5 year
Virginia Brooks,19,94000000.0,173283562.92,Long-term,high,Under 5 year
Darlene Tucker,64,44000000.0,95443991.59,Medium-term,high,Under 1 year
Todd Dawson,20,90000000.0,259736656.37,Short-term,low,Under 9 year
Matthew Estrada,34,39000000.0,116709170.33,Short-term,low,Under 7 year
James Beck,34,83000000.0,141942283.93,Medium-term,medium,Under 0 year
Wayne Walker,28,76000000.0,207045924.06,Long-term,medium,Under 2 year
Michael Sanchez,47,85000000.0,199769910.97,Medium-term,medium,Under 7 year
James Pennington,52,44000000.0,112892372.22,Long-term,high,Under 5 year
Erin Walker,35,98000000.0,287185936.44,Medium-term,high,Under 3 year
Shaun Santana,22,41000000.0,99051332.16,Medium-term,high,Under 5 year
Stephanie Nguyen,30,116000000.0,185104512.85,Medium-term,medium,Under 3 year
Brian Mathis,23,30000000.0,65426375.81,Short-term,high,Under 3 year
Susan Cox,55,88000000.0,214780188.86,Medium-term,high,Under 1 year
Mike Martin,31,86000000.0,145336890.28,Short-term,medium,Under 4 year
John Austin,51,23000000.0,35549824.38,Short-term,medium,Under 0 year
David Snyder,58,15000000.0,25191318.51,Medium-term,low,Under 7 year
Mark Davis,28,35000000.0,57414304.01,Medium-term,low,Under 3 year
Duane Casey,30,106000000.0,236320939.82,Long-term,high,Under 5 year
Jonathan King,59,112000000.0,268281765.89,Long-term,low,Under 8 year
Zachary Miller,39,85000000.0,214454197.96,Short-term,low,Under 1 year
James Jackson,32,136000000.0,373868042.79,Medium-term,medium,Under 2 year
Robert Williams,34,89000000.0,197107620.78,Long-term,low,Under 3 year
Susan Aguirre,58,53000000.0,146790366.41,Short-term,medium,Under 6 year
Michael Reese,48,99000000.0,168720391.72,Medium-term,medium,Under 5 year
Lisa Gonzales,24,13000000.0,35732895.07,Medium-term,medium,Under 1 year
Timothy Gray,22,6000000.0,14071052.16,Short-term,low,Under 2 year
William Jones,60,130000000.0,325665341.37,Medium-term,high,Under 0 year
James Johnson,19,9000000.0,17368834.59,Long-term,medium,Under 1 year
Robert Tran,39,114000000.0,256858297.96,Medium-term,high,Under 6 year
Charles Franklin,59,97000000.0,237084616.98,Short-term,low,Under 0 year
James Brooks,23,125000000.0,329939015.4,Long-term,medium,Under 8 year
Melissa Holland,26,88000000.0,138579239.7,Medium-term,medium,Under 8 year
Crystal Wright,26,55000000.0,120528948.13,Medium-term,high,Under 5 year
Jay Hernandez,65,69000000.0,134632567.95,Long-term,high,Under 1 year
Amanda Rodriguez,21,113000000.0,202863864.71,Short-term,high,Under 7 year
Alicia Mendez,40,6000000.0,14922361.4,Long-term,high,Under 2 year
Carrie Mcmahon,44,37000000.0,82831803.73,Long-term,medium,Under 4 year
Jessica Cohen,52,18000000.0,45301200.65,Medium-term,medium,Under 6 year
Malik Frost,47,113000000.0,335896518.22,Medium-term,medium,Under 2 year
Tiffany Clark,37,37000000.0,70905404.41,Medium-term,low,Under 4 year
Christine Roberts,57,15000000.0,36667346.11,Medium-term,high,Under 0 year
Sharon Hansen,22,43000000.0,81814601.83,Short-term,high,Under 9 year
Jimmy Williams,21,41000000.0,68047583.57,Long-term,low,Under 0 year
Eric Shelton,42,98000000.0,216442173.41,Short-term,low,Under 1 year
Valerie Petersen,63,17000000.0,35558497.99,Long-term,low,Under 9 year
Mary Clark,38,111000000.0,172937471.84,Short-term,high,Under 2 year
Justin Chavez,44,113000000.0,236787114.48,Long-term,medium,Under 6 year
Carolyn Burke,38,33000000.0,92435307.38,Long-term,medium,Under 4 year
Angela Johnson,56,29000000.0,73112671.28,Long-term,low,Under 8 year
Adrienne Hubbard,23,100000000.0,250638270.12,Medium-term,high,Under 7 year
Joseph Knight,42,10000000.0,15354993.53,Medium-term,medium,Under 0 year
Anthony Carpenter,60,46000000.0,74286621.67,Short-term,high,Under 7 year
Richard Ruiz,65,109000000.0,195937508.13,Medium-term,low,Under 2 year
Sarah Kim,62,29000000.0,52061786.35,Long-term,low,Under 0 year
Alexander Duffy,21,71000000.0,204920915.41,Medium-term,low,Under 2 year
Jacob Miller,19,132000000.0,342610751.25,Short-term,low,Under 1 year
Christina Howard,27,101000000.0,183021486.95,Short-term,high,Under 7 year
Nicholas Lane,19,134000000.0,289533866.49,Medium-term,low,Under 2 year
Christopher Coleman,44,150000000.0,351504100.6,Long-term,medium,Under 7 year
Joy Lam,48,79000000.0,183474933.9,Medium-term,low,Under 5 year
Derek Horton,64,67000000.0,115129320.2,Medium-term,low,Under 7 year
Katrina Harper,47,17000000.0,37624306.92,Long-term,low,Under 0 year
Jeffrey Keller,51,77000000.0,155903404.31,Medium-term,medium,Under 7 year
Monica Murphy,33,76000000.0,212619816.4,Long-term,low,Under 6 year
Alec Austin,23,30000000.0,86344966.06,Medium-term,low,Under 1 year
Philip Watson,43,12000000.0,21170430.89,Medium-term,low,Under 1 year
Colin Fisher,62,24000000.0,49582201.15,Long-term,medium,Under 3 year
Stacey Bailey,18,126000000.0,346867636.62,Medium-term,medium,Under 2 year
Gail Rich,62,90000000.0,247900319.03,Short-term,medium,Under 3 year
Robert Lester,56,39000000.0,114094518.89,Short-term,high,Under 2 year
Mark Randall,44,123000000.0,291160443.18,Long-term,low,Under 2 year
Sean Brown,60,78000000.0,151487520.48,Medium-term,low,Under 7 year
Daniel Allen,50,117000000.0,289296859.43,Long-term,medium,Under 4 year
Danielle Michael,30,120000000.0,241057507.42,Long-term,low,Under 3 year
Amanda Rivera,35,7000000.0,18583084.19,Long-term,medium,Under 8 year
Julie Shannon,49,25000000.0,72032646.32,Long-term,low,Under 9 year
Jonathan Smith,37,117000000.0,227795458.2,Medium-term,medium,Under 2 year
Tyler Garcia,36,132000000.0,364171942.75,Short-term,medium,Under 0 year
Martha Bowman,47,28000000.0,81759024.76,Short-term,medium,Under 9 year
Vicki Skinner,30,128000000.0,327101031.81,Long-term,low,Under 5 year
Derrick Little,20,33000000.0,67616868.48,Long-term,medium,Under 6 year
Jimmy Decker,65,120000000.0,266637286.34,Medium-term,high,Under 5 year
Amber Dickerson,21,132000000.0,243100877.77,Medium-term,medium,Under 1 year
Stephanie Foley,38,141000000.0,224636473.97,Medium-term,medium,Under 0 year
Arthur Daniels,55,129000000.0,249151443.46,Medium-term,low,Under 2 year
Brandon Silva,32,21000000.0,61499893.95,Short-term,high,Under 3 year
Debra Alvarado,24,3000000.0,7542902.94,Long-term,high,Under 6 year
Brittany Mcguire,47,91000000.0,180030240.88,Long-term,low,Under 6 year
Anne Ray,56,147000000.0,306803812.09,Short-term,low,Under 1 year
William Williams,18,63000000.0,157606256.77,Medium-term,medium,Under 5 year
Michael Austin,63,77000000.0,221432339.72,Medium-term,medium,Under 1 year
James Moses,64,62000000.0,144543253.85,Long-term,high,Under 7 year
Taylor Parks,45,8000000.0,14358761.81,Long-term,low,Under 1 year
Jordan Robinson,23,20000000.0,45481904.43,Short-term,low,Under 4 year
Katherine Hogan,35,85000000.0,235218105.72,Medium-term,medium,Under 5 year
Susan Rice,30,119000000.0,198548949.45,Medium-term,low,Under 8 year
Michele Rice,36,64000000.0,112554447.12,Short-term,high,Under 5 year
Ariel Alvarez,42,78000000.0,131068949.91,Medium-term,medium,Under 9 year
Courtney Carpenter,25,122000000.0,243314131.6,Medium-term,low,Under 0 year
Sydney Huerta,58,1000000.0,2380634.05,Short-term,medium,Under 2 year
Dawn Villanueva,48,134000000.0,269290965.48,Short-term,high,Under 5 year
Evelyn Ryan,48,6000000.0,9108297.96,Long-term,high,Under 4 year
Nathan Conley,62,115000000.0,201445400.73,Short-term,high,Under 2 year
Teresa Nelson,40,9000000.0,14226037.44,Long-term,high,Under 0 year
Mrs. Mary Mckee,43,58000000.0,148122806.43,Short-term,high,Under 1 year
Nicole Smith,18,16000000.0,39250772.31,Medium-term,low,Under 1 year
Jamie Grant,42,4000000.0,7231882.34,Short-term,low,Under 7 year
Tiffany Gross,57,109000000.0,209694417.57,Long-term,medium,Under 5 year
Kevin Meyer,28,67000000.0,183504166.34,Medium-term,medium,Under 2 year
Shelby Robinson,40,106000000.0,247707188.94,Long-term,medium,Under 3 year
Victoria Miller,35,135000000.0,323814002.67,Short-term,low,Under 0 year
Laura Green,33,24000000.0,58358050.7,Short-term,low,Under 0 year
Victoria Bowen,25,88000000.0,190881401.28,Long-term,high,Under 2 year
Ryan Ingram,23,16000000.0,35922016.61,Medium-term,medium,Under 0 year
Helen Thomas,38,138000000.0,375713024.2,Short-term,medium,Under 6 year
Nicole Palmer,39,139000000.0,312017008.37,Medium-term,high,Under 8 year
Ryan Gomez,22,62000000.0,148234060.63,Medium-term,low,Under 1 year
Daniel Cooke,32,124000000.0,346641163.27,Medium-term,low,Under 7 year
Michael Murphy,22,116000000.0,229169030.81,Short-term,low,Under 7 year
Joshua Garcia,21,89000000.0,161502224.8,Long-term,low,Under 9 year
Tasha Acevedo,28,14000000.0,41612683.79,Short-term,low,Under 6 year
Tara Gonzalez,62,83000000.0,229024247.15,Short-term,low,Under 4 year
David Terry,64,95000000.0,186993558.32,Short-term,medium,Under 6 year
Jocelyn Brown,63,60000000.0,91196709.31,Long-term,low,Under 8 year
Joseph Jackson,38,71000000.0,117336423.04,Short-term,high,Under 6 year
Sydney Mitchell,45,35000000.0,86986612.22,Short-term,high,Under 6 year
Adam Valenzuela,36,38000000.0,86321103.03,Long-term,medium,Under 8 year
Andrew Gay,44,104000000.0,302606566.82,Short-term,low,Under 0 year
Aaron Brown,57,13000000.0,24575358.57,Short-term,high,Under 6 year
Christopher Ramirez,30,113000000.0,177438103.84,Medium-term,high,Under 0 year
Brandon Mullins,37,2000000.0,4263574.87,Medium-term,low,Under 1 year
William York,42,91000000.0,251844442.56,Medium-term,high,Under 9 year
Laura Hill,61,52000000.0,86711783.39,Short-term,medium,Under 9 year
Jane Gallagher,49,19000000.0,39602627.06,Long-term,high,Under 1 year
Kenneth Moreno,50,122000000.0,254352438.47,Short-term,medium,Under 1 year
Debbie Robinson,64,141000000.0,331533406.54,Long-term,high,Under 7 year
Cindy Hernandez,35,78000000.0,126605060.69,Short-term,low,Under 8 year
Stacy Bailey,30,4000000.0,9006095.23,Short-term,medium,Under 8 year
Jeffrey Johnson,56,86000000.0,255776249.85,Long-term,low,Under 4 year
Jordan Oliver,35,134000000.0,262435008.77,Short-term,low,Under 0 year
Debra Black,33,24000000.0,37068170.47,Long-term,high,Under 3 year
Adam Miller,45,117000000.0,255435074.11,Long-term,low,Under 3 year
Melissa Ortega,35,16000000.0,31088075.97,Medium-term,low,Under 2 year
Makayla Nielsen,40,137000000.0,255812016.95,Short-term,medium,Under 6 year
David Mathews,21,49000000.0,85464291.43,Long-term,low,Under 6 year
Kevin Gonzales,57,127000000.0,376914313.02,Medium-term,medium,Under 4 year
Diane Cuevas,38,125000000.0,224704976.63,Medium-term,medium,Under 3 year
Joseph Alexander,34,74000000.0,157663285.17,Medium-term,high,Under 5 year
Clifford Joyce,63,120000000.0,218390237.32,Medium-term,low,Under 8 year
Andrea Thompson,26,114000000.0,262455170.07,Medium-term,high,Under 7 year
Derek Stanton,28,47000000.0,105922145.11,Long-term,low,Under 1 year
Roger Greene,29,49000000.0,106712440.32,Short-term,low,Under 9 year
Julie Levy,31,18000000.0,36929055.54,Medium-term,low,Under 6 year
Michele Phillips,52,29000000.0,44855539.45,Short-term,medium,Under 6 year
Dana Miller,23,86000000.0,181183603.39,Medium-term,high,Under 1 year
Katie Johnson,20,17000000.0,48565489.55,Medium-term,medium,Under 1 year
Donna Stein DDS,31,84000000.0,168862564.98,Medium-term,medium,Under 2 year
Jeffrey Marquez,24,57000000.0,108677255.18,Short-term,medium,Under 0 year
Troy Pace,58,107000000.0,209135156.62,Medium-term,high,Under 2 year
Valerie Kelly,51,69000000.0,188819386.16,Short-term,high,Under 2 year
Jodi Rogers,54,50000000.0,135788513.33,Long-term,high,Under 4 year
Alexander Baker,42,146000000.0,374129646.01,Short-term,high,Under 9 year
Ryan Williams,49,84000000.0,149192616.57,Medium-term,high,Under 8 year
Angel Davila,54,32000000.0,92375562.38,Medium-term,low,Under 2 year
Sydney Young,59,44000000.0,77372098.96,Short-term,medium,Under 5 year
Lori Benitez,40,116000000.0,284285618.54,Long-term,low,Under 9 year
Michael Harris,31,94000000.0,148206428.51,Long-term,medium,Under 2 year
Jennifer Wright,62,31000000.0,56286470.71,Short-term,medium,Under 0 year
Kari Short,41,1000000.0,2917262.41,Long-term,medium,Under 0 year
Leslie King,63,98000000.0,182602799.9,Short-term,high,Under 5 year
Michael Wilson,23,75000000.0,220909859.29,Long-term,medium,Under 0 year
Deborah Sellers,25,80000000.0,199363954.71,Medium-term,low,Under 4 year
Matthew Acosta,23,103000000.0,236341566.31,Long-term,medium,Under 5 year
John Allen,20,48000000.0,92133518.49,Medium-term,high,Under 0 year
Todd Sanchez,25,83000000.0,183479934.0,Medium-term,low,Under 8 year
Cameron Cooper,33,18000000.0,43412938.84,Long-term,medium,Under 9 year
Johnathan Collins,57,137000000.0,288753304.23,Long-term,medium,Under 1 year
Frank Bradshaw,39,117000000.0,252617194.9,Long-term,medium,Under 1 year
Michael Woods,44,9000000.0,18063594.83,Short-term,high,Under 1 year
Christina Johnson,55,80000000.0,131171366.55,Short-term,medium,Under 9 year
Benjamin Bruce,28,13000000.0,31693884.25,Medium-term,low,Under 3 year
Andrew Rice,25,104000000.0,280848625.68,Medium-term,low,Under 9 year
Rachael Sanchez,34,136000000.0,325561497.42,Medium-term,low,Under 7 year
Cody Mcgee,62,48000000.0,113034870.98,Short-term,high,Under 9 year
Jesse Davis,23,129000000.0,334901689.33,Long-term,medium,Under 8 year
Kimberly Smith,32,75000000.0,192104857.05,Medium-term,medium,Under 1 year
Sandra Sandoval,59,17000000.0,49058462.31,Short-term,medium,Under 0 year
Victoria Perry,49,73000000.0,214958808.51,Medium-term,low,Under 2 year
Maria Acosta,56,109000000.0,212277443.5,Long-term,low,Under 4 year
Reginald Castillo,46,134000000.0,289708764.79,Medium-term,low,Under 0 year
Ryan Rose,42,21000000.0,33916351.37,Long-term,medium,Under 3 year
David Williams,53,67000000.0,146275254.49,Medium-term,medium,Under 4 year
Michael Wade,60,9000000.0,20451791.37,Medium-term,medium,Under 0 year
Sean Rios,18,140000000.0,293298302.74,Long-term,high,Under 8 year
Nathan Campbell,58,107000000.0,254194808.62,Long-term,low,Under 8 year
Susan Miller,49,113000000.0,231481542.03,Medium-term,low,Under 3 year
Kimberly Walker,40,120000000.0,206445110.15,Medium-term,high,Under 6 year
Steven Vega,34,137000000.0,212950547.67,Short-term,medium,Under 1 year
Zachary Matthews,27,13000000.0,38292314.66,Long-term,medium,Under 5 year
Lindsay Wilson,36,2000000.0,5774649.17,Long-term,low,Under 3 year
Karen Cortez,19,95000000.0,261169133.76,Medium-term,high,Under 0 year
Cheyenne Goodman,32,8000000.0,19278855.95,Medium-term,medium,Under 5 year
Monica Bond,48,46000000.0,78429032.46,Short-term,high,Under 5 year
Joseph Moore,47,146000000.0,270518599.96,Long-term,medium,Under 1 year
Stephanie Flowers,35,41000000.0,68982851.75,Short-term,high,Under 4 year
Jose Reyes,43,72000000.0,199605338.38,Medium-term,low,Under 3 year
Anthony Robles,24,63000000.0,124958154.01,Long-term,low,Under 2 year
Timothy Alexander,31,26000000.0,72278398.78,Medium-term,medium,Under 7 year
Brenda Crawford,34,122000000.0,308799252.42,Short-term,high,Under 8 year
Robert Stanton,35,150000000.0,313253908.11,Long-term,low,Under 4 year
Kimberly Smith,61,53000000.0,111251328.26,Medium-term,medium,Under 1 year
Marcus Banks Jr.,18,131000000.0,390021765.03,Short-term,low,Under 0 year
Samuel Hurley,39,61000000.0,119354025.02,Long-term,high,Under 9 year
Wendy Bradley,35,22000000.0,40619438.02,Long-term,high,Under 4 year
Patrick Lopez,39,118000000.0,189232797.59,Short-term,low,Under 7 year
Joseph Noble,49,87000000.0,151611398.69,Short-term,medium,Under 7 year
Michael Rice,34,27000000.0,42384922.9,Long-term,low,Under 7 year
Benjamin Fuentes,37,128000000.0,304934854.45,Short-term,high,Under 3 year
Robert White,40,72000000.0,128728095.74,Medium-term,medium,Under 3 year
Brandy Shea,22,31000000.0,89813636.13,Long-term,low,Under 7 year
Joseph Mathews,57,98000000.0,261943116.55,Medium-term,low,Under 6 year
Nicole Gregory,20,69000000.0,143388857.34,Long-term,medium,Under 3 year
Andrew King,29,116000000.0,343608902.86,Medium-term,low,Under 8 year
Benjamin Brown PhD,41,89000000.0,263222385.62,Medium-term,medium,Under 4 year
Curtis Gibson,63,145000000.0,382120075.85,Medium-term,high,Under 4 year
Darryl Johnson,44,40000000.0,106288617.61,Short-term,medium,Under 8 year
Christy Bates,39,27000000.0,43183011.0,Short-term,low,Under 5 year
Brian Clark,46,50000000.0,105107680.58,Long-term,low,Under 3 year
Alan Nelson,44,81000000.0,140239116.3,Short-term,medium,Under 4 year
Brian Lewis,54,53000000.0,90017200.29,Medium-term,medium,Under 2 year
Jessica Washington,48,49000000.0,93545341.19,Long-term,high,Under 2 year
Larry Graham,63,129000000.0,351397903.05,Short-term,medium,Under 3 year
Nicole Garcia,55,47000000.0,83665272.69,Medium-term,medium,Under 1 year
William Atkins,34,17000000.0,33813729.18,Medium-term,medium,Under 5 year
Charles Phelps,39,129000000.0,309625764.49,Long-term,high,Under 7 year
Grace Buck,34,42000000.0,121279632.14,Medium-term,low,Under 2 year
Meghan Oneill,20,84000000.0,145825242.29,Long-term,high,Under 6 year
Melissa Palmer,33,24000000.0,54477822.74,Short-term,high,Under 8 year
Dominique Gallegos DDS,30,19000000.0,36179579.1,Long-term,medium,Under 2 year
Nicholas Sherman,38,58000000.0,159565423.99,Long-term,low,Under 4 year
Theresa Compton,55,142000000.0,398655096.44,Long-term,low,Under 8 year
Amanda Edwards,44,15000000.0,31844034.95,Long-term,medium,Under 3 year
Bryan Olsen,50,95000000.0,177405711.49,Long-term,medium,Under 9 year
Louis Gallegos,40,38000000.0,106987743.59,Long-term,high,Under 1 year
Gregory Spears,32,148000000.0,428270957.54,Short-term,low,Under 8 year
Robert Ramirez,34,71000000.0,143145022.23,Medium-term,low,Under 2 year
Ms. Stacy King DVM,62,51000000.0,130475882.3,Medium-term,high,Under 2 year
